;ANIO_DENUNCIA;ANIO_HECHO;ATIPICIDAD_INEXISTENCIA;CAPTURA;CONDENA;DELITO;DEPARTAMENTO;ESTADO_NOTICIA;ETAPA;GRUPO_EDAD_VICTIMA;HECHO;HOMICIDIO_DOLOSO_CONSUMADO;IMPUTACION;MUNICIPIO;PAIS;PAIS_NACIMIENTO;SEXO_VICTIMA;CANTIDAD POBLACIONAL;ZONA PREDOMINANTE
370;2018;2018;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Cauca;ACTIVO;INDAGACIÓN;SIN DATO;SI;SI;NO;ARGELIA;Colombia;Colombia;FEMENINO;1437141;RURAL
371;2018;2018;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Cauca;ACTIVO;INDAGACIÓN;SIN DATO;SI;SI;NO;MERCADERES;Colombia;Colombia;FEMENINO;1437141;RURAL
372;2018;2018;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Cauca;INACTIVO;INDAGACIÓN;INFANCIA 6 - 11;SI;SI;NO;VILLA RICA;Colombia;Colombia;FEMENINO;1437141;RURAL
373;2018;2018;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Cauca;INACTIVO;INDAGACIÓN;JUVENTUD 18 - 28;SI;SI;NO;POPAYÁN;Colombia;Colombia;FEMENINO;1437141;RURAL
374;2018;2018;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Cauca;INACTIVO;INDAGACIÓN;SIN DATO;SI;NO;NO;CALDONO;Colombia;Colombia;FEMENINO;1437141;RURAL
375;2018;2018;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Cesar;ACTIVO;INDAGACIÓN;ADOLESCENTE 14 - 17;SI;SI;NO;SAN ALBERTO;Colombia;Colombia;FEMENINO;1089783;URBANO
376;2018;2018;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Cesar;ACTIVO;INDAGACIÓN;SIN DATO;SI;NO;NO;EL PASO;Colombia;Colombia;FEMENINO;1089783;URBANO
377;2018;2018;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Cesar;ACTIVO;INDAGACIÓN;SIN DATO;SI;NO;NO;VALLEDUPAR;Colombia;Colombia;FEMENINO;1089783;URBANO
378;2018;2018;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Cesar;INACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;SI;NO;AGUACHICA;Colombia;Colombia;FEMENINO;1089783;URBANO
379;2018;2018;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Cesar;INACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;SI;NO;AGUSTÍN CODAZZI;Colombia;Colombia;FEMENINO;1089783;URBANO
380;2018;2018;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Cesar;INACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;SI;NO;VALLEDUPAR;Colombia;Colombia;FEMENINO;1089783;URBANO
381;2018;2018;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Cesar;INACTIVO;INDAGACIÓN;JUVENTUD 18 - 28;SI;SI;NO;CURUMANÍ;Colombia;Colombia;FEMENINO;1089783;URBANO
382;2018;2018;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Chocó;ACTIVO;INDAGACIÓN;ADOLESCENTE 14 - 17;SI;NO;NO;ACANDÍ;Colombia;Colombia;FEMENINO;525528;RURAL
383;2018;2018;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Chocó;ACTIVO;INDAGACIÓN;JUVENTUD 18 - 28;SI;NO;NO;QUIBDO;Colombia;Colombia;FEMENINO;525528;RURAL
384;2018;2018;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Chocó;INACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;NO;NO;QUIBDO;Colombia;Colombia;FEMENINO;525528;RURAL
385;2018;2018;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Chocó;INACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;SI;NO;QUIBDO;Colombia;Colombia;FEMENINO;525528;RURAL
386;2018;2018;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Chocó;INACTIVO;INDAGACIÓN;SIN DATO;SI;SI;NO;ISTMINA;Colombia;Colombia;FEMENINO;525528;RURAL
387;2018;2018;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Córdoba;ACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;NO;NO;LA APARTADA;Colombia;Venezuela;FEMENINO;1838574;URBANO
388;2018;2018;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Córdoba;ACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;SI;NO;MONTERÍA;Colombia;Colombia;FEMENINO;1838574;URBANO
389;2018;2018;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Córdoba;ACTIVO;INDAGACIÓN;SIN DATO;SI;SI;NO;MONTERÍA;Colombia;Colombia;FEMENINO;1838574;URBANO
390;2018;2018;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Córdoba;INACTIVO;INDAGACIÓN;ADOLESCENTE 14 - 17;SI;NO;NO;PUERTO LIBERTADOR;Colombia;Colombia;FEMENINO;1838574;URBANO
391;2018;2018;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Córdoba;INACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;SI;NO;MONTELÍBANO;Colombia;Colombia;FEMENINO;1838574;URBANO
392;2018;2018;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Cundinamarca;ACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;NO;NO;PARATEBUENO;Colombia;Colombia;FEMENINO;2887005;URBANO
393;2018;2018;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Cundinamarca;ACTIVO;INDAGACIÓN;JUVENTUD 18 - 28;SI;NO;NO;FUSAGASUGÁ;Colombia;Colombia;FEMENINO;2887005;URBANO
394;2018;2018;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Cundinamarca;INACTIVO;INDAGACIÓN;JUVENTUD 18 - 28;SI;SI;NO;SUBACHOQUE;Colombia;Venezuela;FEMENINO;2887005;URBANO
395;2018;2018;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;La Guajira;ACTIVO;INDAGACIÓN;JUVENTUD 18 - 28;SI;SI;NO;MAICAO;Colombia;Colombia;MASCULINO;1093733;URBANO
396;2018;2018;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;La Guajira;ACTIVO;INDAGACIÓN;SIN DATO;SI;SI;NO;MAICAO;Colombia;Colombia;FEMENINO;1093733;URBANO
397;2018;2018;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;La Guajira;INACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;SI;NO;RIOHACHA;Colombia;Colombia;FEMENINO;1093733;URBANO
398;2018;2018;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Magdalena;ACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;NO;NO;SANTA MARTA;Colombia;Colombia;FEMENINO;1326341;URBANO
399;2018;2018;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Magdalena;ACTIVO;INDAGACIÓN;ADULTO MAYOR DE 60;SI;SI;NO;ARACATACA;Colombia;Colombia;FEMENINO;1326341;URBANO
400;2018;2018;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Magdalena;INACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;NO;NO;CIÉNAGA;Colombia;Colombia;FEMENINO;1326341;URBANO
401;2018;2018;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Meta;ACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;NO;NO;PUERTO GAITÁN;Colombia;Colombia;FEMENINO;1053871;URBANO
402;2018;2018;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Meta;ACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;NO;NO;VILLAVICENCIO;Colombia;Colombia;FEMENINO;1053871;URBANO
403;2018;2018;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Meta;ACTIVO;INDAGACIÓN;JUVENTUD 18 - 28;SI;NO;NO;VILLAVICENCIO;Colombia;Colombia;FEMENINO;1053871;URBANO
404;2018;2018;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Meta;ACTIVO;INDAGACIÓN;PRIMERA INFANCIA 0 - 5;SI;NO;NO;VILLAVICENCIO;Colombia;Colombia;FEMENINO;1053871;URBANO
405;2018;2018;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Meta;ACTIVO;INDAGACIÓN;SIN DATO;SI;NO;NO;PUERTO GAITÁN;Colombia;Colombia;FEMENINO;1053871;URBANO
406;2018;2018;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Meta;ACTIVO;INDAGACIÓN;SIN DATO;SI;NO;NO;PUERTO GAITÁN;Colombia;Colombia;MASCULINO;1053871;URBANO
407;2018;2018;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Meta;INACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;SI;NO;SAN CARLOS DE GUAROA;Colombia;Colombia;FEMENINO;1053871;URBANO
408;2018;2018;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Meta;INACTIVO;INDAGACIÓN;JUVENTUD 18 - 28;SI;SI;NO;SAN MARTÍN;Colombia;Colombia;FEMENINO;1053871;URBANO
409;2018;2018;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Meta;INACTIVO;INDAGACIÓN;PRIMERA INFANCIA 0 - 5;SI;SI;NO;SAN MARTÍN;Colombia;Colombia;FEMENINO;1053871;URBANO
410;2018;2018;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Nariño;ACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;NO;NO;FRANCISCO PIZARRO;Colombia;Colombia;FEMENINO;1851658;URBANO
411;2018;2018;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Nariño;ACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;NO;NO;PASTO;Colombia;Colombia;FEMENINO;1851658;URBANO
412;2018;2018;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Nariño;ACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;NO;NO;TUMACO;Colombia;Colombia;FEMENINO;1851658;URBANO
413;2018;2018;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Nariño;ACTIVO;INDAGACIÓN;JUVENTUD 18 - 28;SI;SI;NO;SAMANIEGO;Colombia;Colombia;FEMENINO;1851658;URBANO
414;2018;2018;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Nariño;ACTIVO;INDAGACIÓN;JUVENTUD 18 - 28;SI;SI;NO;TUMACO;Colombia;Colombia;FEMENINO;1851658;URBANO
415;2018;2018;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Nariño;ACTIVO;INDAGACIÓN;SIN DATO;SI;NO;NO;TUMACO;Colombia;Colombia;FEMENINO;1851658;URBANO
416;2018;2018;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Norte de Santander;ACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;NO;NO;TIBÚ;Colombia;Colombia;FEMENINO;1414032;URBANO
417;2018;2018;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Norte de Santander;INACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;NO;NO;EL TARRA;Colombia;Colombia;MASCULINO;1414032;URBANO
418;2018;2018;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Norte de Santander;INACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;SI;NO;EL TARRA;Colombia;Colombia;FEMENINO;1414032;URBANO
419;2018;2018;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Putumayo;ACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;SI;NO;PUERTO ASÍS;Colombia;Colombia;FEMENINO;369332;URBANO
420;2018;2018;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Risaralda;INACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;SI;NO;PEREIRA;Colombia;Colombia;FEMENINO;978182;URBANO
421;2018;2018;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Risaralda;INACTIVO;INDAGACIÓN;JUVENTUD 18 - 28;SI;SI;NO;BELÉN DE UMBRÍA;Colombia;Colombia;FEMENINO;978182;URBANO
422;2018;2018;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Santander;ACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;NO;NO;PIEDECUESTA;Colombia;Colombia;FEMENINO;2110608;URBANO
423;2018;2018;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Santander;ACTIVO;INDAGACIÓN;SIN DATO;SI;NO;NO;BUCARAMANGA;Colombia;Colombia;FEMENINO;2110608;URBANO
424;2018;2018;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Santander;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;SI;SI;BUCARAMANGA;Colombia;Colombia;FEMENINO;2110608;URBANO
425;2018;2018;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Santander;INACTIVO;INDAGACIÓN;JUVENTUD 18 - 28;SI;SI;NO;BUCARAMANGA;Colombia;Colombia;FEMENINO;2110608;URBANO
426;2018;2018;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Tolima;ACTIVO;INDAGACIÓN;ADOLESCENTE 14 - 17;SI;NO;NO;MARIQUITA;Colombia;Colombia;FEMENINO;1427423;URBANO
427;2018;2018;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Tolima;ACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;NO;NO;IBAGUÉ;Colombia;Colombia;FEMENINO;1427423;URBANO
428;2018;2018;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Tolima;ACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;SI;NO;IBAGUÉ;Colombia;Colombia;FEMENINO;1427423;URBANO
429;2018;2018;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Tolima;ACTIVO;INDAGACIÓN;JUVENTUD 18 - 28;SI;NO;NO;IBAGUÉ;Colombia;Colombia;FEMENINO;1427423;URBANO
430;2018;2018;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Tolima;ACTIVO;INDAGACIÓN;SIN DATO;SI;NO;NO;IBAGUÉ;Colombia;Colombia;FEMENINO;1427423;URBANO
431;2018;2018;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Tolima;INACTIVO;INDAGACIÓN;ADOLESCENTE 14 - 17;SI;NO;NO;IBAGUÉ;Colombia;Colombia;FEMENINO;1427423;URBANO
432;2018;2018;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Tolima;INACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;NO;NO;IBAGUÉ;Colombia;Colombia;FEMENINO;1427423;URBANO
433;2018;2018;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Tolima;INACTIVO;JUICIO;SIN DATO;SI;NO;SI;SAN ANTONIO;Colombia;Colombia;FEMENINO;1427423;URBANO
434;2018;2018;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;ACTIVO;INDAGACIÓN;ADOLESCENTE 14 - 17;SI;SI;NO;BUENAVENTURA;Colombia;Colombia;FEMENINO;4852896;URBANO
435;2018;2018;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;ACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;NO;NO;BUENAVENTURA;Colombia;Colombia;FEMENINO;4852896;URBANO
436;2018;2018;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;ACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;NO;NO;CALI;Colombia;Colombia;FEMENINO;4852896;URBANO
437;2018;2018;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;ACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;SI;NO;CALI;Colombia;Colombia;FEMENINO;4852896;URBANO
438;2018;2018;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;ACTIVO;INDAGACIÓN;JUVENTUD 18 - 28;SI;NO;NO;BUENAVENTURA;Colombia;Colombia;FEMENINO;4852896;URBANO
439;2018;2018;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;ACTIVO;INDAGACIÓN;JUVENTUD 18 - 28;SI;NO;NO;CALI;Colombia;Colombia;FEMENINO;4852896;URBANO
440;2018;2018;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;ACTIVO;INDAGACIÓN;JUVENTUD 18 - 28;SI;NO;NO;RESTREPO;Colombia;Colombia;FEMENINO;4852896;URBANO
441;2018;2018;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;ACTIVO;INDAGACIÓN;JUVENTUD 18 - 28;SI;NO;NO;TULUÁ;Colombia;Colombia;FEMENINO;4852896;URBANO
442;2018;2018;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;ACTIVO;INDAGACIÓN;SIN DATO;SI;NO;NO;CALI;Colombia;Colombia;MASCULINO;4852896;URBANO
443;2018;2018;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;ACTIVO;INDAGACIÓN;SIN DATO;SI;SI;NO;CALI;Colombia;Colombia;FEMENINO;4852896;URBANO
444;2018;2018;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;INACTIVO;INDAGACIÓN;ADOLESCENTE 14 - 17;SI;NO;NO;CALI;Colombia;Colombia;FEMENINO;4852896;URBANO
445;2018;2018;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;INACTIVO;INDAGACIÓN;ADOLESCENTE 14 - 17;SI;SI;NO;CALI;Colombia;Colombia;FEMENINO;4852896;URBANO
446;2018;2018;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;INACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;NO;NO;CALI;Colombia;Colombia;FEMENINO;4852896;URBANO
447;2018;2018;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;INACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;NO;NO;JAMUNDÍ;Colombia;Colombia;FEMENINO;4852896;URBANO
448;2018;2018;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;INACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;NO;NO;PALMIRA;Colombia;Colombia;FEMENINO;4852896;URBANO
449;2018;2018;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;INACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;SI;NO;CALI;Colombia;Colombia;FEMENINO;4852896;URBANO
450;2018;2018;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;INACTIVO;INDAGACIÓN;ADULTO MAYOR DE 60;SI;SI;NO;CALI;Colombia;Colombia;MASCULINO;4852896;URBANO
451;2018;2018;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;INACTIVO;INDAGACIÓN;JUVENTUD 18 - 28;SI;NO;NO;BUENAVENTURA;Colombia;Colombia;FEMENINO;4852896;URBANO
452;2018;2018;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;INACTIVO;INDAGACIÓN;JUVENTUD 18 - 28;SI;NO;NO;CALI;Colombia;Colombia;FEMENINO;4852896;URBANO
453;2018;2018;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;INACTIVO;INDAGACIÓN;JUVENTUD 18 - 28;SI;NO;NO;CALI;Colombia;Colombia;MASCULINO;4852896;URBANO
454;2018;2018;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;INACTIVO;INDAGACIÓN;JUVENTUD 18 - 28;SI;SI;NO;CALI;Colombia;Colombia;FEMENINO;4852896;URBANO
455;2018;2018;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;INACTIVO;INDAGACIÓN;SIN DATO;SI;SI;NO;CALI;Colombia;Colombia;FEMENINO;4852896;URBANO
456;2018;2018;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Vaupés;ACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;NO;NO;MITÚ;Colombia;Colombia;FEMENINO;45822;RURAL
457;2018;2018;NO;NO;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1, 3, 5, 6, 7 Y 6 (SIC) DEL ART. 104. ART. 104B L.G Modificado Ley 2197 de 2022;Atlántico;ACTIVO;INDAGACIÓN;ADOLESCENTE 14 - 17;SI;NO;NO;BARRANQUILLA;Colombia;Colombia;FEMENINO;2601116;URBANO
458;2018;2018;NO;NO;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1, 3, 5, 7 Y 8 DEL ART. 104. ART. 104B L.G;Cauca;ACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;NO;NO;POPAYÁN;Colombia;Colombia;FEMENINO;1437141;RURAL
459;2018;2018;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Bolívar;INACTIVO;QUERELLABLE;JUVENTUD 18 - 28;SI;NO;NO;CARTAGENA;Colombia;Colombia;FEMENINO;2219461;URBANO
460;2018;2018;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Chocó;INACTIVO;INDAGACIÓN;SIN DATO;SI;NO;NO;QUIBDO;Colombia;Colombia;FEMENINO;525528;RURAL
461;2018;2018;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Meta;INACTIVO;INDAGACIÓN;SIN DATO;SI;NO;NO;LEJANÍAS;Colombia;Colombia;FEMENINO;1053871;URBANO
462;2018;2018;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Santander;INACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;NO;NO;FLORIDABLANCA;Colombia;Colombia;FEMENINO;2110608;URBANO
463;2018;2018;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Tolima;INACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;NO;NO;IBAGUÉ;Colombia;Colombia;FEMENINO;1427423;URBANO
464;2018;2018;NO;NO;SI;FEMINICIDIO ART. 104A C.P.;Antioquia;INACTIVO;EJECUCIÓN DE PENAS;JUVENTUD 18 - 28;SI;SI;SI;ANORÍ;Colombia;Colombia;FEMENINO;6845057;URBANO
465;2018;2018;NO;NO;SI;FEMINICIDIO ART. 104A C.P.;Antioquia;INACTIVO;EJECUCIÓN DE PENAS;JUVENTUD 18 - 28;SI;SI;SI;MEDELLÍN;Colombia;Colombia;FEMENINO;6845057;URBANO
466;2018;2018;NO;NO;SI;FEMINICIDIO ART. 104A C.P.;Archipiélago de San Andrés, Providencia y Santa Catalina;INACTIVO;EJECUCIÓN DE PENAS;JUVENTUD 18 - 28;SI;NO;SI;SAN ANDRÉS;Colombia;Colombia;FEMENINO;79693;URBANO
467;2018;2018;NO;NO;SI;FEMINICIDIO ART. 104A C.P.;Bolívar;INACTIVO;EJECUCIÓN DE PENAS;JUVENTUD 18 - 28;SI;NO;SI;SAN PABLO;Colombia;Colombia;FEMENINO;2219461;URBANO
468;2018;2018;NO;NO;SI;FEMINICIDIO ART. 104A C.P.;Bolívar;INACTIVO;EJECUCIÓN DE PENAS;SIN DATO;SI;NO;NO;CANTAGALLO;Colombia;Colombia;FEMENINO;2219461;URBANO
469;2018;2018;NO;NO;SI;FEMINICIDIO ART. 104A C.P.;Cundinamarca;INACTIVO;EJECUCIÓN DE PENAS;JUVENTUD 18 - 28;SI;SI;SI;VILLAPINZÓN;Colombia;Colombia;FEMENINO;2887005;URBANO
470;2018;2018;NO;NO;SI;FEMINICIDIO ART. 104A C.P.;Cundinamarca;INACTIVO;EJECUCIÓN DE PENAS;SIN DATO;SI;NO;SI;EL COLEGIO;Colombia;Colombia;FEMENINO;2887005;URBANO
471;2018;2018;NO;NO;SI;FEMINICIDIO ART. 104A C.P.;Meta;ACTIVO;INVESTIGACIÓN;JUVENTUD 18 - 28;SI;SI;SI;GRANADA;Colombia;Colombia;FEMENINO;1053871;URBANO
472;2018;2018;NO;SI;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;ACTIVO;INDAGACIÓN;SIN DATO;SI;NO;NO;MEDELLÍN;Colombia;Colombia;FEMENINO;6845057;URBANO
473;2018;2018;NO;SI;NO;FEMINICIDIO ART. 104A C.P.;Atlántico;ACTIVO;INVESTIGACIÓN;SIN DATO;SI;NO;SI;REPELÓN;Colombia;Colombia;FEMENINO;2601116;URBANO
474;2018;2018;NO;SI;NO;FEMINICIDIO ART. 104A C.P.;Caldas;INACTIVO;INDAGACIÓN;JUVENTUD 18 - 28;SI;SI;NO;MANIZALES;Colombia;Colombia;FEMENINO;997890;URBANO
475;2018;2018;NO;SI;NO;FEMINICIDIO ART. 104A C.P.;Caquetá;ACTIVO;JUICIO;JUVENTUD 18 - 28;SI;SI;SI;FLORENCIA;Colombia;Colombia;MASCULINO;508534;URBANO
476;2018;2018;NO;SI;NO;FEMINICIDIO ART. 104A C.P.;Chocó;INACTIVO;INVESTIGACIÓN;SIN DATO;SI;SI;SI;BAHÍA SOLANO;Colombia;Colombia;FEMENINO;525528;RURAL
477;2018;2018;NO;SI;NO;FEMINICIDIO ART. 104A C.P.;Magdalena;INACTIVO;INVESTIGACIÓN;SIN DATO;SI;SI;SI;SANTA MARTA;Colombia;Colombia;FEMENINO;1326341;URBANO
478;2018;2018;NO;SI;NO;FEMINICIDIO ART. 104A C.P.;Tolima;INACTIVO;INVESTIGACIÓN;ADULTEZ 29 - 59;SI;NO;SI;RIOBLANCO;Colombia;Colombia;FEMENINO;1427423;URBANO
479;2018;2018;NO;SI;NO;FEMINICIDIO ART. 104A C.P.;Tolima;INACTIVO;INVESTIGACIÓN;ADULTEZ 29 - 59;SI;SI;SI;RIOBLANCO;Colombia;Colombia;FEMENINO;1427423;URBANO
480;2018;2018;NO;SI;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;INACTIVO;EJECUCIÓN DE PENAS;JUVENTUD 18 - 28;SI;SI;SI;CALI;Colombia;Colombia;MASCULINO;4852896;URBANO
481;2018;2018;NO;SI;SI;FEMINICIDIO ART. 104A C.P.;Amazonas;INACTIVO;EJECUCIÓN DE PENAS;JUVENTUD 18 - 28;SI;SI;SI;TARAPACÁ;Colombia;Colombia;FEMENINO;80682;RURAL
482;2018;2018;NO;SI;SI;FEMINICIDIO ART. 104A C.P.;Antioquia;INACTIVO;EJECUCIÓN DE PENAS;ADULTEZ 29 - 59;SI;SI;SI;MEDELLÍN;Colombia;Colombia;FEMENINO;6845057;URBANO
483;2018;2018;NO;SI;SI;FEMINICIDIO ART. 104A C.P.;Antioquia;INACTIVO;EJECUCIÓN DE PENAS;JUVENTUD 18 - 28;SI;SI;SI;SANTA BARBARA;Colombia;Colombia;FEMENINO;6845057;URBANO
484;2018;2018;NO;SI;SI;FEMINICIDIO ART. 104A C.P.;Antioquia;INACTIVO;EJECUCIÓN DE PENAS;SIN DATO;SI;NO;SI;MEDELLÍN;Colombia;Colombia;FEMENINO;6845057;URBANO
485;2018;2018;NO;SI;SI;FEMINICIDIO ART. 104A C.P.;Arauca;INACTIVO;EJECUCIÓN DE PENAS;SIN DATO;SI;NO;NO;TAME;Colombia;Colombia;FEMENINO;275814;URBANO
486;2018;2018;NO;SI;SI;FEMINICIDIO ART. 104A C.P.;Atlántico;INACTIVO;EJECUCIÓN DE PENAS;SIN DATO;SI;NO;SI;SOLEDAD;Colombia;Colombia;FEMENINO;2601116;URBANO
