;ANIO_DENUNCIA;ANIO_HECHO;ATIPICIDAD_INEXISTENCIA;CAPTURA;CONDENA;DELITO;DEPARTAMENTO;ESTADO_NOTICIA;ETAPA;GRUPO_EDAD_VICTIMA;HECHO;HOMICIDIO_DOLOSO_CONSUMADO;IMPUTACION;MUNICIPIO;PAIS;PAIS_NACIMIENTO;SEXO_VICTIMA;CANTIDAD POBLACIONAL;ZONA PREDOMINANTE
487;2018;2018;NO;SI;SI;FEMINICIDIO ART. 104A C.P.;Bolívar;INACTIVO;EJECUCIÓN DE PENAS;ADULTEZ 29 - 59;SI;SI;SI;MAGANGUÉ;Colombia;Colombia;FEMENINO;2219461;URBANO
488;2018;2018;NO;SI;SI;FEMINICIDIO ART. 104A C.P.;Caldas;INACTIVO;EJECUCIÓN DE PENAS;JUVENTUD 18 - 28;SI;SI;SI;MANIZALES;Colombia;Colombia;FEMENINO;997890;URBANO
489;2018;2018;NO;SI;SI;FEMINICIDIO ART. 104A C.P.;Córdoba;INACTIVO;EJECUCIÓN DE PENAS;SIN DATO;SI;SI;SI;PUERTO ESCONDIDO;Colombia;Colombia;FEMENINO;1838574;URBANO
490;2018;2018;NO;SI;SI;FEMINICIDIO ART. 104A C.P.;Cundinamarca;ACTIVO;INVESTIGACIÓN;SIN DATO;SI;SI;SI;SOACHA;Colombia;Colombia;FEMENINO;2887005;URBANO
491;2018;2018;NO;SI;SI;FEMINICIDIO ART. 104A C.P.;Cundinamarca;INACTIVO;EJECUCIÓN DE PENAS;JUVENTUD 18 - 28;SI;SI;SI;LA MESA;Colombia;Colombia;FEMENINO;2887005;URBANO
492;2018;2018;NO;SI;SI;FEMINICIDIO ART. 104A C.P.;Cundinamarca;INACTIVO;EJECUCIÓN DE PENAS;SIN DATO;SI;NO;SI;LA MESA;Colombia;Colombia;FEMENINO;2887005;URBANO
493;2018;2018;NO;SI;SI;FEMINICIDIO ART. 104A C.P.;Cundinamarca;INACTIVO;EJECUCIÓN DE PENAS;SIN DATO;SI;NO;SI;SOACHA;Colombia;Colombia;FEMENINO;2887005;URBANO
494;2018;2018;NO;SI;SI;FEMINICIDIO ART. 104A C.P.;Cundinamarca;INACTIVO;EJECUCIÓN DE PENAS;SIN DATO;SI;SI;SI;SOACHA;Colombia;Colombia;FEMENINO;2887005;URBANO
495;2018;2018;NO;SI;SI;FEMINICIDIO ART. 104A C.P.;Huila;INACTIVO;EJECUCIÓN DE PENAS;JUVENTUD 18 - 28;SI;SI;SI;RIVERA;Colombia;Colombia;FEMENINO;1225260;URBANO
496;2018;2018;NO;SI;SI;FEMINICIDIO ART. 104A C.P.;Norte de Santander;INACTIVO;EJECUCIÓN DE PENAS;JUVENTUD 18 - 28;SI;NO;SI;LOS PATIOS;Colombia;Colombia;FEMENINO;1414032;URBANO
497;2018;2018;NO;SI;SI;FEMINICIDIO ART. 104A C.P.;Quindío;INACTIVO;EJECUCIÓN DE PENAS;ADULTEZ 29 - 59;SI;SI;SI;ARMENIA;Colombia;Colombia;FEMENINO;581534;URBANO
498;2018;2018;NO;SI;SI;FEMINICIDIO ART. 104A C.P.;Risaralda;INACTIVO;EJECUCIÓN DE PENAS;ADULTEZ 29 - 59;SI;SI;SI;DOSQUEBRADAS;Colombia;Colombia;FEMENINO;978182;URBANO
499;2018;2018;NO;SI;SI;FEMINICIDIO ART. 104A C.P.;Tolima;INACTIVO;EJECUCIÓN DE PENAS;SIN DATO;SI;SI;SI;ROVIRA;Colombia;Colombia;MASCULINO;1427423;URBANO
500;2018;2018;NO;SI;SI;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;INACTIVO;EJECUCIÓN DE PENAS;JUVENTUD 18 - 28;SI;SI;SI;CANDELARIA;Colombia;Colombia;FEMENINO;4852896;URBANO
501;2018;2018;NO;SI;SI;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;INACTIVO;EJECUCIÓN DE PENAS;JUVENTUD 18 - 28;SI;SI;SI;CARTAGO;Colombia;Colombia;FEMENINO;4852896;URBANO
502;2018;2018;NO;SI;SI;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;INACTIVO;EJECUCIÓN DE PENAS;PRE-ADOLESCENTE 12 - 13;SI;SI;SI;CALI;Colombia;Colombia;FEMENINO;4852896;URBANO
503;2018;2018;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Atlántico;INACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;NO;SI;NO;SOLEDAD;Colombia;Colombia;FEMENINO;2601116;URBANO
504;2018;2018;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Bolívar;INACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;NO;NO;NO;CARTAGENA;Colombia;Colombia;FEMENINO;2219461;URBANO
505;2018;2018;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Bolívar;INACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;NO;NO;NO;MARÍA LA BAJA;Colombia;Colombia;MASCULINO;2219461;URBANO
506;2018;2018;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Bolívar;INACTIVO;INDAGACIÓN;JUVENTUD 18 - 28;NO;NO;NO;EL CARMEN DE BOLÍVAR;Colombia;Colombia;FEMENINO;2219461;URBANO
507;2018;2018;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Bolívar;INACTIVO;INDAGACIÓN;JUVENTUD 18 - 28;NO;SI;NO;MARÍA LA BAJA;Colombia;Colombia;FEMENINO;2219461;URBANO
508;2018;2018;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Bolívar;INACTIVO;INDAGACIÓN;SIN DATO;NO;NO;NO;CARTAGENA;Colombia;Colombia;FEMENINO;2219461;URBANO
509;2018;2018;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Boyaca;INACTIVO;INDAGACIÓN;SIN DATO;NO;NO;NO;ARCABUCO;Colombia;Colombia;FEMENINO;1286996;URBANO
510;2018;2018;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Córdoba;INACTIVO;INDAGACIÓN;SIN DATO;NO;SI;NO;PLANETA RICA;Colombia;Colombia;FEMENINO;1838574;URBANO
511;2018;2018;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Meta;INACTIVO;INDAGACIÓN;JUVENTUD 18 - 28;NO;NO;NO;VILLAVICENCIO;Colombia;Colombia;FEMENINO;1053871;URBANO
512;2018;2018;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Putumayo;INACTIVO;INDAGACIÓN;SIN DATO;NO;NO;NO;MOCOA;Colombia;Colombia;FEMENINO;369332;URBANO
513;2018;2018;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Sucre;INACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;NO;NO;NO;COROZAL;Colombia;Colombia;FEMENINO;894734;URBANO
514;2018;2018;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Tolima;INACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;NO;NO;NO;IBAGUÉ;Colombia;Colombia;FEMENINO;1427423;URBANO
515;2018;2018;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;INACTIVO;INVESTIGACIÓN;SIN DATO;NO;NO;SI;MEDELLÍN;Colombia;Colombia;FEMENINO;6845057;URBANO
516;2018;2018;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;INACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;NO;NO;NO;CALI;Colombia;Colombia;MASCULINO;4852896;URBANO
517;2018;2018;NO;NO;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO POR COMETERSE EN PRESENCIA DE UNA PERSONA INTEGRANTE DE LA UNIDAD DOMESTICA. ART. 104B L.E;Valle del Cauca;INACTIVO;INDAGACIÓN;SIN DATO;NO;NO;NO;CALI;Colombia;Colombia;FEMENINO;4852896;URBANO
518;2019;2018;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;INACTIVO;INDAGACIÓN;SIN DATO;SI;NO;NO;MEDELLÍN;Colombia;Colombia;FEMENINO;6845057;URBANO
519;2019;2018;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;INACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;NO;NO;BOGOTÁ, D.C.;Colombia;Colombia;FEMENINO;8380801;URBANO
520;2019;2018;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;INACTIVO;INDAGACIÓN;SIN DATO;SI;NO;NO;BOGOTÁ, D.C.;Colombia;;FEMENINO;8380801;URBANO
521;2019;2018;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;INACTIVO;INDAGACIÓN;SIN DATO;SI;NO;NO;BOGOTÁ, D.C.;Colombia;Colombia;MASCULINO;8380801;URBANO
522;2019;2018;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Cesar;ACTIVO;INDAGACIÓN;SIN DATO;SI;NO;NO;AGUSTÍN CODAZZI;Colombia;;FEMENINO;1089783;URBANO
523;2019;2018;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Meta;ACTIVO;INVESTIGACIÓN;SIN DATO;SI;SI;SI;BARRANCA DE UPÍA;Colombia;;FEMENINO;1053871;URBANO
524;2019;2018;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;INACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;NO;NO;YUMBO;Colombia;Colombia;FEMENINO;4852896;URBANO
525;2019;2018;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Cundinamarca;INACTIVO;INDAGACIÓN;SIN DATO;NO;NO;NO;FUSAGASUGÁ;Colombia;Colombia;FEMENINO;2887005;URBANO
526;2019;2018;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;INACTIVO;INDAGACIÓN;JUVENTUD 18 - 28;NO;NO;NO;YUMBO;Colombia;Colombia;MASCULINO;4852896;URBANO
527;2019;2018;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;INACTIVO;INDAGACIÓN;SIN DATO;NO;NO;NO;YUMBO;Colombia;Colombia;FEMENINO;4852896;URBANO
528;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;ACTIVO;INDAGACIÓN;ADOLESCENTE 14 - 17;SI;SI;NO;MEDELLÍN;Colombia;;FEMENINO;6845057;URBANO
529;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;ACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;NO;NO;MEDELLÍN;Colombia;Colombia;FEMENINO;6845057;URBANO
530;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;ACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;SI;NO;BELLO;Colombia;;FEMENINO;6845057;URBANO
531;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;ACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;SI;NO;BELLO;Colombia;Colombia;FEMENINO;6845057;URBANO
532;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;ACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;SI;NO;SABANETA;Colombia;;FEMENINO;6845057;URBANO
533;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;ACTIVO;INDAGACIÓN;JUVENTUD 18 - 28;SI;NO;NO;BELLO;Colombia;;FEMENINO;6845057;URBANO
534;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;ACTIVO;INDAGACIÓN;JUVENTUD 18 - 28;SI;NO;NO;MEDELLÍN;Colombia;Colombia;MASCULINO;6845057;URBANO
535;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;ACTIVO;INDAGACIÓN;JUVENTUD 18 - 28;SI;SI;NO;ITAGUI;Colombia;;FEMENINO;6845057;URBANO
536;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;ACTIVO;INDAGACIÓN;JUVENTUD 18 - 28;SI;SI;NO;ITAGUI;Colombia;Colombia;FEMENINO;6845057;URBANO
537;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;ACTIVO;INDAGACIÓN;SIN DATO;SI;NO;NO;ALEJANDRÍA;Colombia;Colombia;FEMENINO;6845057;URBANO
538;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;ACTIVO;JUICIO;JUVENTUD 18 - 28;SI;SI;SI;APARTADÓ;Colombia;;FEMENINO;6845057;URBANO
539;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;INACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;SI;NO;ITAGUI;Colombia;Colombia;FEMENINO;6845057;URBANO
540;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;INACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;SI;NO;TURBO;Colombia;;FEMENINO;6845057;URBANO
541;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;INACTIVO;INDAGACIÓN;SIN DATO;SI;NO;NO;ITAGUI;Colombia;;FEMENINO;6845057;URBANO
542;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Atlántico;ACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;NO;NO;BARRANQUILLA;Colombia;Colombia;FEMENINO;2601116;URBANO
543;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Atlántico;ACTIVO;INDAGACIÓN;JUVENTUD 18 - 28;SI;SI;NO;BARRANQUILLA;Colombia;;FEMENINO;2601116;URBANO
544;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;ACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;NO;NO;BOGOTÁ, D.C.;Colombia;;FEMENINO;8380801;URBANO
545;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;ACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;NO;NO;BOGOTÁ, D.C.;Colombia;Colombia;FEMENINO;8380801;URBANO
546;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;ACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;SI;NO;BOGOTÁ, D.C.;Colombia;;FEMENINO;8380801;URBANO
547;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;ACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;SI;NO;BOGOTÁ, D.C.;Colombia;Colombia;FEMENINO;8380801;URBANO
548;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;ACTIVO;INDAGACIÓN;ADULTO MAYOR DE 60;SI;NO;NO;BOGOTÁ, D.C.;Colombia;;FEMENINO;8380801;URBANO
549;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;ACTIVO;INDAGACIÓN;ADULTO MAYOR DE 60;SI;NO;NO;BOGOTÁ, D.C.;Colombia;;MASCULINO;8380801;URBANO
550;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;ACTIVO;INDAGACIÓN;ADULTO MAYOR DE 60;SI;NO;NO;BOGOTÁ, D.C.;Colombia;Colombia;FEMENINO;8380801;URBANO
551;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;ACTIVO;INDAGACIÓN;ADULTO MAYOR DE 60;SI;NO;SI;BOGOTÁ, D.C.;Colombia;;FEMENINO;8380801;URBANO
552;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;ACTIVO;INDAGACIÓN;JUVENTUD 18 - 28;SI;NO;NO;BOGOTÁ, D.C.;Colombia;;FEMENINO;8380801;URBANO
553;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;ACTIVO;INDAGACIÓN;JUVENTUD 18 - 28;SI;NO;NO;BOGOTÁ, D.C.;Colombia;Colombia;FEMENINO;8380801;URBANO
554;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;ACTIVO;INDAGACIÓN;JUVENTUD 18 - 28;SI;SI;NO;BOGOTÁ, D.C.;Colombia;;FEMENINO;8380801;URBANO
555;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;ACTIVO;INDAGACIÓN;JUVENTUD 18 - 28;SI;SI;NO;BOGOTÁ, D.C.;Colombia;Colombia;FEMENINO;8380801;URBANO
556;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;ACTIVO;JUICIO;JUVENTUD 18 - 28;SI;NO;SI;BOGOTÁ, D.C.;Colombia;Colombia;FEMENINO;8380801;URBANO
557;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;ACTIVO;JUICIO;SIN DATO;SI;SI;SI;BOGOTÁ, D.C.;Colombia;;FEMENINO;8380801;URBANO
558;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;INACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;NO;NO;BOGOTÁ, D.C.;Colombia;Colombia;FEMENINO;8380801;URBANO
559;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;INACTIVO;INDAGACIÓN;JUVENTUD 18 - 28;SI;NO;NO;BOGOTÁ, D.C.;Colombia;Colombia;FEMENINO;8380801;URBANO
560;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;INACTIVO;INDAGACIÓN;JUVENTUD 18 - 28;SI;SI;NO;BOGOTÁ, D.C.;Colombia;Colombia;FEMENINO;8380801;URBANO
561;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;INACTIVO;INDAGACIÓN;SIN DATO;SI;NO;NO;BOGOTÁ, D.C.;Colombia;;FEMENINO;8380801;URBANO
562;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;INACTIVO;JUICIO;ADULTEZ 29 - 59;SI;SI;NO;BOGOTÁ, D.C.;Colombia;;FEMENINO;8380801;URBANO
563;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;INACTIVO;JUICIO;ADULTEZ 29 - 59;SI;SI;NO;BOGOTÁ, D.C.;Colombia;Colombia;FEMENINO;8380801;URBANO
564;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;INACTIVO;JUICIO;INFANCIA 6 - 11;SI;NO;NO;BOGOTÁ, D.C.;Colombia;;FEMENINO;8380801;URBANO
565;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;INACTIVO;JUICIO;JUVENTUD 18 - 28;NO;NO;NO;BOGOTÁ, D.C.;Colombia;Colombia;FEMENINO;8380801;URBANO
566;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;INACTIVO;JUICIO;JUVENTUD 18 - 28;NO;NO;NO;BOGOTÁ, D.C.;Colombia;Colombia;MASCULINO;8380801;URBANO
567;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;INACTIVO;JUICIO;SIN DATO;SI;SI;NO;BOGOTÁ, D.C.;Colombia;Colombia;FEMENINO;8380801;URBANO
568;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Bolívar;ACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;NO;NO;ARJONA;Colombia;Colombia;FEMENINO;2219461;URBANO
569;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Bolívar;ACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;SI;NO;CALAMAR;Colombia;Colombia;FEMENINO;2219461;URBANO
570;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Bolívar;ACTIVO;INDAGACIÓN;SIN DATO;SI;NO;NO;CARTAGENA;Colombia;;FEMENINO;2219461;URBANO
571;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Bolívar;ACTIVO;INDAGACIÓN;SIN DATO;SI;NO;NO;CARTAGENA;Colombia;Colombia;FEMENINO;2219461;URBANO
572;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Bolívar;INACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;SI;NO;CARTAGENA;Colombia;Colombia;FEMENINO;2219461;URBANO
573;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Bolívar;INACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;SI;NO;MAGANGUÉ;Colombia;Colombia;FEMENINO;2219461;URBANO
574;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Bolívar;INACTIVO;INDAGACIÓN;JUVENTUD 18 - 28;SI;NO;NO;CARTAGENA;Colombia;Venezuela;FEMENINO;2219461;URBANO
575;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Caldas;INACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;NO;NO;MANIZALES;Colombia;Colombia;FEMENINO;997890;URBANO
576;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Caquetá;INACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;NO;NO;EL DONCELLO;Colombia;Colombia;FEMENINO;508534;URBANO
577;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Casanare;ACTIVO;INDAGACIÓN;ADOLESCENTE 14 - 17;SI;SI;NO;TRINIDAD;Colombia;Colombia;FEMENINO;387822;URBANO
578;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Cauca;ACTIVO;INDAGACIÓN;ADOLESCENTE 14 - 17;SI;NO;NO;SILVIA;Colombia;Colombia;FEMENINO;1437141;RURAL
579;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Cauca;ACTIVO;INDAGACIÓN;ADOLESCENTE 14 - 17;SI;SI;NO;SILVIA;Colombia;Colombia;FEMENINO;1437141;RURAL
580;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Cauca;ACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;NO;NO;LÓPEZ;Colombia;Colombia;MASCULINO;1437141;RURAL
581;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Cauca;ACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;NO;NO;SANTANDER DE QUILICHAO;Colombia;Colombia;FEMENINO;1437141;RURAL
582;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Cauca;ACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;NO;NO;VILLA RICA;Colombia;Colombia;FEMENINO;1437141;RURAL
583;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Cauca;ACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;SI;NO;BOLÍVAR;Colombia;Colombia;FEMENINO;1437141;RURAL
584;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Cauca;ACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;SI;NO;LÓPEZ;Colombia;Colombia;FEMENINO;1437141;RURAL
585;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Cauca;ACTIVO;INDAGACIÓN;JUVENTUD 18 - 28;SI;NO;NO;PUERTO TEJADA;Colombia;Colombia;FEMENINO;1437141;RURAL
586;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Cauca;ACTIVO;INDAGACIÓN;JUVENTUD 18 - 28;SI;NO;NO;SANTANDER DE QUILICHAO;Colombia;Colombia;FEMENINO;1437141;RURAL
587;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Cauca;ACTIVO;TERMINACIÓN ANTICIPADA;SIN DATO;SI;NO;SI;POPAYÁN;Colombia;Colombia;FEMENINO;1437141;RURAL
588;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Cauca;INACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;NO;NO;SANTANDER DE QUILICHAO;Colombia;Colombia;FEMENINO;1437141;RURAL
589;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Cauca;INACTIVO;INDAGACIÓN;SIN DATO;SI;SI;NO;SANTANDER DE QUILICHAO;Colombia;;FEMENINO;1437141;RURAL
590;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Chocó;ACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;NO;NO;QUIBDO;Colombia;Colombia;FEMENINO;525528;RURAL
591;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Chocó;INACTIVO;INDAGACIÓN;JUVENTUD 18 - 28;SI;SI;NO;QUIBDO;Colombia;Colombia;FEMENINO;525528;RURAL
592;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Córdoba;ACTIVO;INDAGACIÓN;JUVENTUD 18 - 28;SI;NO;NO;MONTERÍA;Colombia;Colombia;FEMENINO;1838574;URBANO
593;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Córdoba;INACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;NO;NO;MONTERÍA;Colombia;;MASCULINO;1838574;URBANO
594;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Córdoba;INACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;SI;NO;MONTERÍA;Colombia;Colombia;FEMENINO;1838574;URBANO
595;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Cundinamarca;ACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;NO;NO;SOACHA;Colombia;Colombia;FEMENINO;2887005;URBANO
596;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Cundinamarca;ACTIVO;INDAGACIÓN;JUVENTUD 18 - 28;SI;NO;NO;SOACHA;Colombia;Colombia;FEMENINO;2887005;URBANO
597;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Cundinamarca;ACTIVO;INDAGACIÓN;SIN DATO;SI;NO;NO;SOACHA;Colombia;;FEMENINO;2887005;URBANO
598;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Cundinamarca;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;NO;SI;SOACHA;Colombia;Colombia;FEMENINO;2887005;URBANO
599;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Cundinamarca;ACTIVO;JUICIO;SIN DATO;SI;NO;SI;SOACHA;Colombia;;;2887005;URBANO
600;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Cundinamarca;ACTIVO;JUICIO;SIN DATO;SI;NO;SI;SOACHA;Colombia;;MASCULINO;2887005;URBANO
601;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Cundinamarca;INACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;SI;NO;MEDINA;Colombia;;FEMENINO;2887005;URBANO
